"STUID","YEAR","GENDER","RACETHN","MAJOR","DISTANCE","HS_GPA","COLLEGE_GPA","FIRST_GEN","ACT01","ACT02","ACT03","ACT04","ACT05","ACT06","ACT07","ACT08","ACT09","ACT10","ACT11","ACT12","ACT13","RATE1","RATE2","RATE3","RATE4","RATE5","RATE6","RATE7","AGREE_01","AGREE_02","AGREE_03","AGREE_04","AGREE_05","AGREE_06","AGREE_07","AGREE_08","AGREE_09"
"LlHOyL","2013","female",7,"1","5",8,6,"1",1,3,1,3,1,2,3,1,1,2,3,2,3,5,3,4,5,5,4,4,1,1,3,1,1,6,3,1,4
"bXspEi","2012","male",6,"3","2",8,4,"1",3,2,2,2,3,2,2,2,2,3,2,2,1,4,1,4,1,1,1,2,2,4,2,2,4,5,6,4,5
"KoZuIe","2012","female",6,"6","2",6,6,"1",1,2,2,1,3,2,3,2,2,1,1,3,2,3,2,3,3,2,5,1,3,3,4,3,2,1,4,3,2
"18unEz","2015","male",6,"2","4",7,5,"1",1,2,3,2,2,2,2,1,1,3,1,1,2,2,4,3,2,2,4,4,2,1,2,2,5,6,1,2,2
"jYukuf","2012","male",6,"3","1",NA,4,"2",3,3,3,2,2,3,3,2,2,2,2,2,3,5,5,4,1,3,2,1,2,4,2,6,6,4,3,1,3
"NlYWaT","2012","female",6,"5","4",8,8,"1",2,2,3,2,3,2,1,2,2,1,3,1,1,3,3,3,2,2,5,3,5,2,5,3,4,3,6,4,2
"8tLSxW","2012","male",6,"3","3",8,7,"1",3,1,2,1,3,1,3,3,1,1,3,1,1,2,3,1,5,4,2,4,1,2,2,1,4,4,3,1,3
"5t7eTV","2015","female",6,"3","3",5,3,"1",1,3,3,1,1,2,1,2,3,1,1,2,2,2,1,3,5,5,4,3,5,2,4,5,4,3,5,1,2
"TGDD7Z","2013","male",6,"6","5",7,5,"1",3,2,1,2,1,1,2,1,3,3,1,1,2,4,1,4,1,2,4,5,5,6,5,3,2,3,4,6,4
"oumyAA","2012","male",6,"3","5",8,7,"1",2,2,3,1,3,3,3,1,2,3,2,2,3,2,2,4,1,1,1,3,2,4,4,6,4,6,5,5,3
"3qT9H6","2013","female",7,"3","5",8,4,"1",2,2,1,2,3,1,3,2,1,1,2,1,2,3,1,5,2,4,3,4,1,3,6,3,4,5,2,4,2
"jddNw5","2015","female",6,"3","2",5,4,"1",3,1,1,3,1,2,1,2,1,2,2,2,2,4,3,2,4,2,4,3,1,2,1,6,4,3,4,1,3
"Q6BcwB","2013","female",4,"4","3",7,5,"1",3,2,3,2,3,1,3,2,1,2,3,2,3,3,5,3,4,3,3,3,2,3,5,3,4,3,2,3,3
"klLOlr","2014","female",6,"6","5",NA,8,"2",2,2,3,2,1,1,1,1,2,2,3,2,3,3,2,3,4,5,4,3,3,1,1,3,1,1,4,5,2
"g3OBZv","2015","female",6,"6","2",8,7,"1",1,1,2,2,2,3,1,2,2,1,3,2,1,3,3,5,4,1,3,4,3,3,5,6,5,1,4,4,1
"PJPRsS","2015","male",6,"3","4",7,5,"1",2,1,1,1,1,1,1,1,1,2,2,3,3,1,5,4,1,1,1,3,4,5,3,1,2,5,5,3,3
"aT0Y5e","2015","female",2,"6","4",NA,3,"2",1,2,1,2,2,3,3,2,2,1,2,1,2,1,4,5,2,3,3,3,5,4,1,5,2,2,1,4,1
"QqPmGF","2012","female",6,"6","5",NA,5,"2",3,3,3,2,2,3,1,1,3,3,3,1,1,5,5,2,2,1,5,4,2,5,1,2,2,1,3,4,2
"5GQi8l","2012","male",6,"3","5",7,7,"1",3,2,1,2,1,1,3,2,2,3,3,1,2,1,4,2,2,1,3,2,1,1,1,5,5,4,2,2,1
"4lfOcH","2014","female",6,"3","4",8,4,"1",1,1,1,2,2,1,1,1,2,2,1,3,1,5,3,1,1,4,4,2,2,2,3,5,2,4,1,3,2
"CQkVzp","2015","male",6,"5","1",4,4,"1",1,1,1,2,1,2,2,3,2,3,3,2,3,4,2,3,5,2,1,4,2,3,1,2,4,1,3,1,6
"RLpjOG","2014","male",4,"6","5",NA,5,"2",1,1,3,2,1,1,1,2,1,1,1,1,3,1,4,2,4,2,3,4,3,6,5,2,4,2,4,6,1
"P48cOf","2012","male",2,"6","4",8,8,"1",3,1,2,3,2,2,3,1,3,1,3,1,1,3,2,4,1,3,5,3,2,4,1,5,5,1,2,1,1
"8K5Ixz","2015","female",6,"6","5",8,7,"1",1,2,3,1,1,2,1,1,2,3,3,1,2,2,3,5,1,3,3,5,2,5,1,1,2,2,2,3,2
"29kUmy","2013","female",4,"3","4",8,7,"1",1,2,2,2,1,1,1,1,3,1,1,2,1,4,2,1,2,5,2,3,6,4,5,2,2,5,5,3,4
"yAtxfc","2015","male",6,"3","5",7,7,"1",2,2,3,3,3,2,3,3,1,3,3,1,1,5,4,4,4,1,3,1,3,5,1,4,3,4,5,2,4
"k3UhAi","2012","female",6,"3","2",4,2,"1",3,2,1,1,1,1,2,2,1,2,3,2,2,1,5,1,3,1,4,2,4,3,5,5,3,5,4,2,5
"LBzENn","2013","male",6,"5","5",8,8,"1",3,1,3,1,3,2,1,1,3,2,2,3,2,2,5,4,2,4,5,4,1,1,2,1,2,4,1,6,2
"KW7xDc","2015","male",6,"6","4",8,7,"1",3,3,2,2,1,1,1,2,2,1,3,2,1,5,2,4,2,1,2,4,4,5,4,5,1,2,1,4,1
"1kngXK","2014","female",6,"5","5",5,5,"1",2,1,3,3,1,2,3,1,1,2,2,2,2,1,1,4,1,4,3,5,4,5,4,1,5,3,4,3,1
"KG9AW4","2014","male",2,"5","1",7,6,"1",1,3,1,2,1,2,2,1,2,2,3,1,3,3,2,1,4,2,3,1,5,1,4,1,4,5,5,6,3
"V0KHCA","2013","male",6,"4","3",8,7,"1",1,3,2,1,2,1,3,3,1,1,1,2,1,4,1,4,4,2,5,3,3,5,2,6,4,5,1,4,4
"f6IufO","2012","female",6,"3","5",8,7,"1",3,2,3,2,2,1,2,2,2,2,2,2,2,3,5,1,1,3,5,3,2,3,3,5,4,4,2,4,4
"BbmLVy","2014","male",6,"6","5",NA,5,"2",1,3,3,2,1,2,2,2,1,2,3,1,3,1,5,2,2,5,4,1,3,6,6,3,3,4,1,3,2
"xNyQXD","2015","male",2,"6","3",8,8,"1",2,1,2,3,1,3,2,1,1,3,2,2,2,1,3,5,5,3,4,1,1,2,4,2,1,4,2,3,5
"FZWPS4","2014","male",6,"6","5",8,6,"1",2,3,2,1,1,1,2,2,2,3,1,3,2,4,2,2,5,5,5,3,6,4,5,3,4,1,5,6,1
"kCIoAY","2012","male",6,"6","5",NA,4,"2",3,2,2,3,1,1,2,1,3,2,1,1,1,2,1,4,3,5,1,1,4,5,3,5,6,3,2,5,6
"6Og1AR","2012","male",2,"6","2",8,6,"1",2,1,2,3,2,3,1,3,3,3,3,2,3,3,2,5,4,1,1,5,1,3,1,5,4,2,2,1,4
"SfYylK","2015","female",4,"6","4",NA,4,"2",3,1,1,2,3,3,2,3,3,2,2,1,2,2,4,5,5,1,2,4,5,6,1,4,4,3,2,6,3
"6jazD0","2013","female",6,"3",NA,5,3,"1",1,2,3,2,2,2,3,3,1,2,2,1,1,5,2,4,1,2,5,3,2,5,1,4,3,4,4,6,5
"Ehqi5z","2015","female",6,"6","3",8,7,"1",2,3,2,1,1,3,3,3,2,1,1,2,2,2,3,3,3,2,2,2,6,2,3,4,6,2,3,1,3
"Jpc31N","2013","male",6,"3","2",8,6,"1",1,2,1,3,2,3,2,1,1,1,1,3,2,1,2,2,3,2,4,2,3,1,3,4,6,4,2,1,1
"6fVAa6","2014","male",6,"3","4",4,2,"1",3,2,1,3,2,3,3,3,2,2,1,1,2,4,3,3,1,5,3,1,1,2,1,5,3,1,6,2,3
"I9q9dV","2015","male",6,"3","5",8,8,"1",1,2,2,1,3,3,1,2,3,2,2,1,2,3,5,3,3,3,4,3,1,2,6,1,5,6,4,2,6
"YUmhkT","2012","female",6,"6",NA,4,3,"1",2,2,1,1,2,1,3,1,2,1,1,2,3,2,4,3,4,3,4,2,3,5,4,1,2,1,2,4,3
"GekwF6","2012","female",2,"3","2",6,6,"1",1,1,1,2,3,3,1,3,1,3,2,1,2,4,3,5,4,1,2,1,6,3,6,2,2,6,5,4,2
"i1oyQO","2014","female",6,"5","5",8,7,"1",2,3,3,2,1,1,1,2,2,1,1,2,2,2,4,3,5,1,4,1,1,2,1,5,5,1,1,3,2
"ReAwar","2012","female",6,"5","5",8,7,"1",1,3,1,2,3,3,2,2,1,2,1,2,2,3,2,3,3,4,2,4,2,1,5,3,3,2,3,3,5
"u4spxa","2013","male",4,"2","4",NA,6,"2",1,1,1,2,1,1,3,2,3,1,1,2,1,3,3,2,1,1,4,4,2,4,2,2,1,6,4,2,3
"w3sqeh","2013","female",6,"3","4",8,8,"1",2,1,2,2,2,2,1,2,1,1,3,3,1,3,4,4,2,4,3,3,3,3,2,1,2,4,5,5,1
"hq16Hl","2013","female",6,"3","6",8,6,"1",2,1,1,3,2,1,1,2,2,3,2,2,2,1,2,1,3,3,2,4,3,1,2,2,2,2,6,4,1
"eEOVNu","2012","female",6,"5","3",8,6,"1",3,2,2,1,3,3,2,1,1,1,1,3,3,4,3,3,2,1,2,3,4,6,1,1,4,1,6,2,5
"C47YK7","2013","male",4,"2","3",8,8,"1",1,1,2,3,1,2,2,1,1,1,1,1,1,5,5,3,1,1,1,5,2,2,3,3,1,6,6,6,2
"9RrIoq","2013","female",6,"3","5",8,8,"1",1,2,2,1,3,3,2,3,1,2,3,3,1,5,2,2,4,5,1,5,3,1,4,4,2,4,5,4,1
"K58wBb","2015","female",6,"3",NA,6,6,"1",2,2,1,2,3,2,1,1,1,1,3,2,3,4,5,5,4,4,3,4,5,4,6,3,1,5,5,3,5
"q5M7Y3","2013","female",6,"2","4",4,5,"1",3,2,1,1,2,1,2,3,3,2,2,3,3,5,2,4,3,4,1,1,1,3,4,6,4,4,6,1,2
"UYZ38R","2015","female",6,"4",NA,NA,4,"2",2,1,3,1,2,1,2,2,2,2,2,1,2,3,1,3,5,4,3,2,1,3,1,1,1,1,4,1,4
"CV7NV3","2012","female",6,"5","4",NA,7,"2",1,1,2,2,3,2,3,3,2,1,1,3,1,4,4,1,4,4,5,1,3,4,4,1,1,4,3,2,4
"6clFqj","2012","male",6,"5","3",5,6,"1",3,2,3,2,1,3,2,3,1,2,2,2,2,2,1,2,5,1,2,2,5,4,3,2,1,5,2,3,3
"LCHVTx","2014","female",6,"3","4",8,8,"1",3,2,2,3,3,1,1,3,2,2,2,2,1,2,3,1,2,4,1,2,2,5,1,1,6,4,5,3,2
"K70a96","2014","female",6,"3","3",6,6,"1",2,3,3,2,3,3,1,2,2,3,2,1,1,5,1,1,3,1,1,5,4,5,2,6,6,5,3,2,2
"O9j8xt","2013","female",6,"6","4",NA,5,"2",3,1,2,1,1,2,1,3,1,1,3,1,2,2,4,5,1,2,1,4,6,5,3,6,3,3,5,5,4
"NV8qNc","2014","male",6,"6","5",8,8,"1",1,1,1,1,3,2,1,3,2,1,2,2,3,3,3,5,5,2,1,4,2,4,5,2,3,1,5,1,3
"l0PFRf","2015","male",6,"6","5",8,6,"1",3,2,2,2,2,3,3,2,2,1,2,1,3,5,3,5,1,4,1,4,4,1,6,2,2,2,4,1,3
"HaONAd","2015","female",6,"5","1",NA,5,"2",3,1,2,2,3,1,2,3,1,2,2,1,2,1,2,5,5,5,2,1,4,2,6,5,4,3,4,2,6
"U63ODK","2013","male",6,"6","4",8,6,"1",3,2,3,3,1,2,1,3,1,2,1,2,2,3,1,2,1,2,2,5,5,5,3,4,4,1,1,4,4
"TEp6WR","2012","female",6,"4","4",NA,7,"2",2,2,2,2,3,3,3,1,1,1,1,3,2,1,3,2,4,2,1,1,1,1,1,2,4,2,2,2,1
"34Uwmb","2012","female",6,"3","4",5,5,"1",2,3,1,1,1,3,3,3,1,1,2,3,2,5,4,2,3,5,3,2,3,2,4,2,5,4,2,4,1
"axiQw9","2015","female",6,"5","1",4,5,"1",1,3,3,1,2,2,1,1,2,1,1,1,1,2,2,4,4,4,4,2,5,3,5,4,6,4,2,6,6
"BbblZ9","2015","male",3,"6","3",8,6,"1",2,1,3,2,2,1,2,1,2,3,1,3,3,3,2,2,5,3,5,5,3,3,2,3,3,1,3,4,4
"weuDij","2014","female",6,"5","5",8,7,"1",1,3,2,2,1,3,1,3,2,1,3,2,3,3,4,4,2,1,5,2,3,2,5,4,3,1,5,2,4
"nDHP1g","2015","male",6,"3","5",7,5,"1",2,3,2,2,3,3,2,1,1,3,2,3,2,5,5,2,4,1,5,2,5,1,5,4,5,6,4,3,3
"Xc5QIk","2012","male",6,"6",NA,5,6,"1",1,1,2,3,1,1,2,2,1,2,1,1,1,5,5,2,3,4,4,4,6,5,6,2,2,4,3,2,6
"fFfAnG","2012","female",6,"6","5",8,6,"1",1,2,2,3,1,1,2,1,1,1,2,1,1,4,2,2,1,3,2,1,3,4,5,1,1,1,6,5,2
"hsedhJ","2013","male",3,"6","4",NA,6,"2",1,1,1,2,3,2,1,2,1,3,1,2,1,5,4,3,3,2,4,2,3,3,1,3,2,1,3,4,4
"IATjGj","2013","female",6,"5","5",8,6,"1",3,2,3,1,3,1,3,2,3,1,2,1,1,4,1,1,3,4,2,3,3,4,5,4,6,4,1,4,3
"tctOqm","2012","female",6,"4","1",8,4,"1",3,3,1,2,1,1,2,3,2,3,2,2,1,5,1,5,2,3,5,2,3,6,2,3,3,4,2,3,1
"yX8i2W","2013","male",6,"6","5",8,8,"1",2,1,3,2,1,2,3,3,2,2,3,1,3,4,1,3,3,2,2,4,2,3,4,5,4,1,3,4,5
"6CyVGS","2014","female",6,"6","5",8,8,"1",1,3,1,3,1,1,2,2,2,3,2,1,1,4,4,5,2,4,1,4,5,4,3,2,2,1,4,6,6
"as4JST","2013","female",6,"1","4",8,4,"1",3,2,2,2,1,2,3,3,3,2,1,3,2,4,2,4,5,1,3,4,1,1,3,2,1,6,4,3,1
"Luzize","2014","male",6,"3","4",NA,2,"2",3,2,1,1,1,2,1,1,1,3,2,2,3,2,4,5,1,2,2,3,4,3,2,4,4,5,2,1,2
"KW53xr","2012","female",6,"5","5",5,5,"1",1,1,3,1,3,2,1,3,1,3,1,2,1,1,1,5,1,1,4,2,1,3,5,3,2,1,2,2,4
"JaOK31","2015","male",4,"3","5",5,6,"1",2,2,2,1,2,2,2,1,3,1,2,2,2,3,5,3,5,1,5,2,1,3,4,4,5,4,2,2,3
"J4jyKJ","2013","female",6,"5","3",8,6,"1",1,2,1,1,3,2,1,1,2,1,3,1,1,5,2,5,4,4,1,3,2,4,2,5,3,1,1,2,2
"CEQXxC","2015","male",6,"6","4",8,7,"1",1,1,1,1,1,3,1,2,3,2,1,2,2,3,3,5,3,4,5,2,3,3,5,2,3,1,5,4,3
"Fmw9Y8","2012","male",2,"5","4",8,7,"1",2,1,3,1,3,1,2,2,1,3,3,1,3,5,3,4,1,2,2,1,1,1,2,3,4,2,5,1,4
"SnzEM7","2015","male",6,"6","4",7,5,"1",2,2,1,1,3,2,1,2,2,2,2,1,3,1,4,2,3,2,3,1,6,5,6,6,1,4,4,5,5
"GifAUm","2012","female",4,"2","5",4,4,"1",2,2,1,1,1,3,2,2,2,2,1,1,3,2,2,1,1,3,3,2,4,5,2,5,5,6,3,3,1
"m72swv","2014","male",6,"6","4",8,8,"1",2,3,2,3,2,2,2,2,2,1,1,2,1,2,3,1,4,5,1,2,2,4,5,4,1,2,3,2,4
"iUVGtD","2014","female",4,"6","4",8,8,"1",1,2,1,3,2,2,1,2,2,2,1,2,2,3,2,5,3,1,2,3,3,4,2,3,2,1,3,6,5
"gpM3Uz","2015","female",4,"3","5",8,6,"1",1,3,2,3,3,3,3,1,2,3,3,3,2,1,3,2,3,1,2,3,1,1,3,3,2,4,4,4,5
"wFeWXr","2013","male",3,"4","3",8,4,"1",1,2,2,2,2,3,2,3,3,1,1,1,2,1,1,5,1,4,2,2,4,3,1,5,4,1,5,2,1
"xxfRio","2013","male",6,"3","2",7,5,"1",2,1,3,2,2,2,1,2,1,1,2,3,2,5,3,2,2,3,4,2,3,4,1,1,4,5,6,5,4
"f8OCtP","2015","female",6,"3","5",NA,4,"2",2,2,3,1,1,3,2,2,3,1,1,2,3,1,1,3,1,5,2,1,3,3,3,3,1,4,4,5,2
"955SEa","2013","male",3,"5","5",NA,6,"2",1,2,2,2,1,1,1,1,1,3,2,1,2,3,4,2,5,1,4,3,3,3,5,4,1,4,3,3,5
"K7rbfd","2012","female",6,"3","4",8,8,"1",3,3,2,1,2,3,2,2,1,1,1,1,2,1,4,2,4,3,3,1,1,1,3,1,2,4,1,3,2
"8gE51o","2015","female",3,"3","5",7,5,"1",3,1,1,2,2,3,2,3,3,3,3,1,1,4,2,5,3,1,1,2,1,2,4,2,4,2,4,3,5
"7r7gNi","2013","male",6,"6","5",8,4,"1",1,3,1,1,3,2,3,3,1,1,1,3,3,4,3,3,5,1,1,5,6,6,5,2,4,3,5,5,4
"JnuINi","2012","female",6,"3","5",8,6,"1",3,2,1,2,2,1,1,2,2,3,2,1,3,3,2,3,4,2,3,4,2,2,3,3,4,4,4,2,5
"NwYAzO","2012","female",2,"3","5",7,6,"1",2,1,1,1,3,1,3,1,2,3,3,1,2,3,4,1,4,1,2,4,2,3,5,4,5,6,3,1,3
"rFK2zF","2014","male",6,"5",NA,8,6,"1",1,1,1,2,1,1,2,2,2,3,2,3,3,2,2,2,1,3,3,2,3,5,3,6,4,4,1,2,2
"x5Vb8f","2014","male",6,"6","5",8,8,"1",2,2,1,1,2,1,3,3,1,1,2,2,3,2,4,1,1,3,3,3,2,1,3,4,5,2,1,1,3
"3KyUNv","2014","male",6,"5","5",8,6,"1",2,2,1,2,1,1,2,1,2,1,1,2,1,1,3,3,1,1,4,4,3,6,2,1,6,4,3,3,2
"gdeTUN","2015","female",6,"5","4",7,7,"1",2,2,2,1,3,1,2,2,2,3,1,1,1,1,4,5,4,3,4,4,3,5,2,5,6,2,5,2,4
"SoazOj","2014","female",2,"6","5",8,8,"1",1,1,1,3,3,3,2,2,1,1,1,1,1,4,1,3,2,5,4,4,2,3,2,4,5,1,3,1,6
"BwmAlR","2012","male",6,"1","5",7,5,"1",3,1,1,1,2,3,3,1,2,3,3,1,1,2,2,3,3,5,1,5,1,2,1,4,2,6,1,1,3
"Z50nsx","2015","female",4,"5","4",8,4,"1",3,2,1,2,1,1,2,1,3,3,1,1,1,2,1,3,2,1,4,1,2,3,4,5,5,2,2,5,4
"8om7rc","2012","female",3,"5","5",8,3,"1",1,1,3,3,1,1,1,2,2,2,2,1,2,1,2,4,2,2,1,2,3,1,5,3,5,1,1,5,1
"UdWSRt","2012","male",6,"5","5",NA,6,"2",1,2,2,1,2,2,3,2,2,2,3,2,3,3,2,4,4,3,3,1,5,4,6,4,1,5,5,3,3
"68mzH8","2013","female",6,"3","5",NA,8,"2",3,3,2,1,1,2,3,2,2,3,2,2,1,4,2,4,3,1,4,1,4,2,3,3,1,6,2,2,5
"9pigBO","2012","female",3,"6","4",8,6,"1",1,2,1,1,1,1,1,1,1,1,1,2,1,4,3,1,5,3,4,3,4,5,6,4,5,2,3,1,1
"FcAAp8","2014","female",6,"1","5",8,6,"1",3,1,1,1,3,3,1,1,2,2,2,2,1,5,3,4,1,3,3,2,4,5,2,1,1,6,6,1,2
"GbvXe6","2013","female",4,"2","4",7,5,"1",1,3,1,3,1,3,2,1,1,3,2,2,2,2,4,4,1,3,1,2,3,1,3,1,5,5,2,2,1
"z6Cc4B","2013","female",6,"6","5",7,7,"1",3,2,3,2,2,3,1,1,2,1,3,1,3,3,5,3,1,2,4,4,4,6,2,2,1,3,4,5,6
"M0bPHG","2013","female",6,"5","3",8,7,"1",1,2,1,2,1,2,3,1,1,3,3,2,1,4,5,2,4,4,5,1,1,4,1,1,3,1,4,4,1
"uWk1D5","2015","male",6,"3","5",8,6,"1",1,1,2,3,1,1,2,3,2,1,1,3,1,2,2,4,4,3,4,1,2,1,3,3,4,4,4,5,3
"A0YVJc","2015","male",6,"5","4",7,5,"1",1,1,1,2,3,2,2,2,3,1,1,2,3,3,3,2,4,5,3,2,3,1,1,3,2,2,3,2,1
"O95o6C","2014","male",6,"6","5",NA,5,"2",1,3,3,2,1,3,2,3,2,2,3,2,1,1,3,1,4,1,5,1,6,4,5,1,2,2,1,4,6
"DiQouK","2012","female",6,"3","5",8,7,"1",2,1,2,2,2,2,1,1,2,2,2,2,3,2,1,2,1,5,1,5,3,1,1,3,2,5,1,1,4
"ewV4dq","2013","female",6,"6","5",7,7,"1",1,2,1,2,2,1,1,2,3,1,3,3,1,3,1,1,2,3,1,4,6,3,4,4,3,2,3,3,2
"787gid","2015","female",6,"5","4",8,7,"1",2,1,1,1,1,2,1,1,1,1,2,3,3,5,4,4,1,3,1,3,2,1,2,4,5,1,2,1,1
"UHECRX","2015","female",4,"3","5",NA,4,"2",2,1,3,2,2,2,2,3,3,1,2,2,3,1,3,5,3,3,2,1,1,3,3,4,3,3,2,4,4
"rAcIT3","2013","male",2,"6","3",7,7,"1",3,1,2,3,2,3,2,3,3,2,2,3,2,3,4,4,1,5,1,5,5,4,1,5,3,2,2,2,1
"pUrquM","2012","female",6,"3","4",7,7,"1",2,1,2,3,2,1,2,1,1,2,2,1,1,1,2,3,3,3,3,5,1,2,2,3,4,4,3,2,4
"W7Lno8","2013","female",2,"6",NA,4,5,"1",2,1,3,1,3,2,1,1,1,2,1,3,2,4,3,2,3,5,4,4,3,2,6,4,3,2,5,3,2
"ggZsSe","2013","female",6,"6","3",4,4,"1",1,2,2,3,2,2,2,1,2,2,3,3,2,5,2,5,1,3,2,1,3,4,6,2,4,1,1,1,2
"8oA1LC","2012","female",6,"4","5",NA,5,"2",2,1,2,3,2,2,2,2,1,3,2,1,1,2,4,2,3,2,1,1,5,5,3,1,1,5,4,6,2
"UPj9kd","2013","female",6,"5",NA,4,4,"1",1,3,2,3,1,2,2,2,3,2,2,1,1,3,4,1,2,3,2,2,4,5,4,3,5,3,3,4,5
"jrshlI","2013","female",6,"4","5",4,4,"1",3,1,1,1,3,2,1,3,1,2,1,2,1,3,5,2,2,3,4,3,1,1,6,5,4,1,5,3,5
"MVHfSS","2013","male",6,"3","5",8,7,"1",2,1,3,1,1,1,2,1,3,3,1,2,2,1,1,1,3,1,3,3,2,3,2,6,6,5,3,4,1
"cAU8Ol","2015","female",6,"3","5",5,5,"1",3,1,3,2,2,2,2,2,2,2,2,1,2,4,3,4,3,2,5,3,2,3,2,2,4,5,4,4,2
"JjaMrU","2013","female",6,"4","6",4,3,"1",2,3,1,1,1,3,1,3,3,2,1,2,2,4,4,3,3,2,5,3,3,3,3,4,1,3,3,2,4
"jxQWLd","2013","male",6,"6","5",8,8,"1",2,3,2,2,3,2,2,3,2,1,2,2,2,1,3,3,1,2,2,5,2,4,3,1,1,2,5,1,3
"dHx9Fb","2013","female",6,"3","4",7,5,"1",1,3,2,1,3,2,3,1,3,1,3,1,1,1,4,2,1,5,3,3,3,2,1,3,1,4,3,3,2
"d9PFBL","2014","female",6,"4","3",NA,6,"2",2,3,1,1,1,2,2,2,1,2,2,1,3,4,2,2,5,5,3,1,5,3,4,5,5,5,3,6,2
"M1PJSp","2015","male",6,"5",NA,NA,6,"2",1,3,3,1,3,2,2,3,1,3,1,1,3,3,4,3,2,3,1,3,1,5,1,2,4,3,4,3,5
"APyKyz","2014","female",6,"6","5",6,5,"1",2,1,1,2,1,1,3,1,1,3,1,1,2,3,2,3,2,5,3,2,4,3,2,4,4,1,3,4,2
"EijeBw","2014","female",6,"2","4",5,5,"1",2,2,1,1,1,1,3,1,1,1,2,3,1,3,3,4,3,3,4,3,1,4,3,4,4,5,4,2,4
"ZtVyY6","2013","male",6,"5","4",4,5,"1",1,3,2,2,2,1,1,2,3,1,2,2,2,1,2,4,1,5,1,4,3,2,1,3,1,2,2,1,4
"L1vrjq","2013","male",6,"6","4",7,6,"1",3,2,2,1,2,3,3,1,2,1,2,3,3,4,2,1,2,5,1,3,5,1,2,3,3,3,1,4,3
"AFq9pD","2015","male",6,"6","6",NA,6,"2",3,2,1,1,1,2,3,3,2,1,2,2,1,3,5,5,5,2,4,4,3,5,4,4,2,2,3,4,4
"MASMZ3","2015","female",2,"3","4",4,4,"1",1,3,2,2,3,3,2,3,3,2,2,3,2,1,4,3,3,3,4,2,3,1,1,2,3,5,2,2,2
"8msBy2","2013","male",5,"3","4",7,6,"1",1,3,1,1,2,2,1,2,1,3,3,3,2,2,1,4,4,2,3,2,5,4,1,4,2,6,2,4,5
"jdeVzk","2015","female",7,"3","5",7,6,"1",1,2,2,1,1,1,3,1,2,1,3,1,2,4,3,1,2,5,2,2,1,3,1,1,4,4,4,2,4
"BX7nXc","2015","male",7,"6","5",8,7,"1",1,1,1,1,1,1,2,2,3,3,1,1,1,5,4,3,2,1,1,2,6,4,1,1,1,2,5,1,2
"ehZdol","2015","male",2,"3","5",4,3,"1",2,1,1,2,3,1,2,1,1,3,2,1,3,4,4,4,1,5,1,4,1,1,2,4,4,5,3,3,5
"sgDAUA","2012","female",2,"5","5",6,5,"1",1,1,1,2,2,3,3,1,2,2,1,1,1,3,3,1,3,5,3,5,1,2,1,5,5,2,3,3,5
"TNjFYl","2013","female",7,"3","5",8,6,"1",1,1,1,3,2,2,1,2,1,3,3,2,1,4,1,4,2,3,4,1,2,3,4,4,2,6,1,4,2
"Q0ucuC","2013","male",6,"2","4",6,6,"1",1,1,2,2,2,1,2,2,2,2,2,1,1,4,4,5,2,3,4,3,1,2,1,3,3,6,4,6,2
"8z6V7q","2012","male",6,"3","5",8,6,"1",2,2,2,1,1,3,1,2,3,3,1,1,3,1,4,3,2,5,2,4,4,4,5,2,4,6,1,6,5
"ImLdrx","2012","female",6,"5","4",4,3,"1",3,1,2,3,1,2,2,1,2,2,1,2,1,5,4,3,4,3,2,2,3,3,3,5,6,1,1,2,2
"i1jPYB","2012","female",6,"3","5",8,7,"1",2,3,1,1,1,2,2,1,3,1,3,1,1,4,2,4,2,2,4,2,1,4,3,6,2,3,4,1,5
"ZWuKjv","2012","female",2,"6","5",NA,8,"2",3,2,3,3,1,2,1,2,2,1,2,1,1,1,1,4,4,5,1,1,3,4,3,6,2,4,1,1,5
"LCzjgJ","2015","female",6,"6","2",8,6,"1",1,2,1,1,3,3,2,1,1,1,1,3,2,2,4,5,1,3,2,2,2,5,3,4,4,1,4,4,5
"j328TE","2013","male",6,"6","4",8,8,"1",1,2,3,3,1,1,1,1,3,2,1,1,2,3,1,3,1,5,5,5,3,3,3,5,1,4,2,4,1
"VZNdoE","2012","female",6,"5",NA,8,3,"1",1,1,1,1,1,2,3,1,2,3,1,2,1,3,2,4,1,2,2,3,5,2,3,4,3,1,4,3,2
"fmS0ag","2014","male",4,"3","4",7,8,"1",1,1,1,2,2,2,2,3,2,1,2,1,1,3,3,3,1,2,1,2,2,1,1,3,5,5,3,3,4
"nY4e6U","2014","female",6,"6","5",7,5,"1",1,2,3,1,1,2,3,2,2,1,2,1,2,1,3,3,3,2,3,3,4,2,5,1,1,2,3,2,2
"qKZh2F","2013","male",6,"6","4",NA,5,"2",1,1,2,2,1,2,1,3,3,1,2,3,3,3,2,2,2,1,2,4,5,3,2,6,5,2,2,3,3
"t81Ucx","2012","female",2,"6","3",6,8,"1",1,2,2,3,1,3,3,3,1,3,3,1,3,2,3,1,5,2,1,4,4,5,5,2,1,4,5,5,5
"Y9Krgp","2014","female",6,"5","5",NA,6,"2",1,1,1,2,2,2,2,2,2,3,2,1,1,4,1,1,4,2,1,3,2,1,2,5,5,2,1,3,4
"rsbeXr","2014","male",6,"4","4",6,4,"1",2,2,1,1,2,2,1,3,1,2,3,2,1,2,3,4,2,3,1,5,1,1,1,2,1,3,1,4,6
